invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,discounted_price
I328400,C157910,Female,44,Shoes,2,1200.34,Debit Card,27/07/2021,Kanyon,1080.306
I106252,C305330,Female,69,Shoes,1,600.17,Debit Card,21/12/2022,Istinye Park,540.153
I252533,C594234,Female,53,Shoes,5,3000.85,Cash,11/5/2021,Metropol AVM,2700.765
I860514,C132036,Female,36,Shoes,5,3000.85,Cash,14/07/2022,Emaar Square Mall,2700.765
I152121,C162933,Female,31,Shoes,4,2400.68,Cash,22/07/2022,Forum Istanbul,2160.612
I125741,C319128,Female,66,Shoes,1,600.17,Debit Card,25/01/2023,Istinye Park,540.153
I823908,C230931,Female,62,Shoes,1,600.17,Debit Card,26/03/2021,Kanyon,540.153
I154894,C172979,Female,43,Shoes,5,3000.85,Cash,2/2/2023,Metropol AVM,2700.765
I320908,C272509,Female,32,Shoes,1,600.17,Cash,3/1/2021,Metropol AVM,540.153
I171944,C290610,Female,35,Shoes,4,2400.68,Cash,19/07/2022,Kanyon,2160.612
I215939,C818155,Female,47,Shoes,3,1800.51,Debit Card,27/03/2021,Kanyon,1620.459
I276917,C237658,Female,50,Shoes,5,3000.85,Cash,10/10/2022,Forum Istanbul,2700.765
I163282,C247192,Female,44,Shoes,3,1800.51,Cash,9/12/2022,Kanyon,1620.459
I768052,C287133,Female,40,Shoes,1,600.17,Cash,26/01/2022,Istinye Park,540.153
I458462,C417163,Female,59,Shoes,2,1200.34,Credit Card,18/05/2022,Kanyon,1080.306
I221364,C284165,Female,42,Shoes,4,2400.68,Credit Card,24/03/2021,Zorlu Center,2160.612
I259814,C140943,Female,51,Shoes,3,1800.51,Debit Card,24/05/2021,Forum Istanbul,1620.459
I191735,C213144,Female,34,Shoes,1,600.17,Cash,15/03/2021,Kanyon,540.153
I290657,C127626,Female,66,Shoes,1,600.17,Debit Card,15/10/2021,Kanyon,540.153
I708745,C121419,Female,49,Shoes,5,3000.85,Debit Card,22/05/2022,Mall of Istanbul,2700.765
I625627,C144141,Female,68,Shoes,3,1800.51,Cash,22/10/2022,Metropol AVM,1620.459
I221275,C127505,Female,57,Shoes,5,3000.85,Debit Card,7/7/2021,Mall of Istanbul,2700.765
I107424,C310851,Female,51,Shoes,5,3000.85,Credit Card,31/07/2021,Kanyon,2700.765
I979309,C841164,Female,32,Shoes,2,1200.34,Cash,8/9/2022,Emaar Square Mall,1080.306
I235767,C327160,Female,63,Shoes,4,2400.68,Cash,21/03/2021,Cevahir AVM,2160.612
I532064,C124455,Female,52,Shoes,3,1800.51,Cash,11/4/2022,Kanyon,1620.459
I216750,C132308,Female,67,Shoes,4,2400.68,Credit Card,11/6/2022,Forum Istanbul,2160.612
I221398,C835453,Female,65,Shoes,5,3000.85,Debit Card,4/12/2022,Kanyon,2700.765
I259956,C340005,Female,59,Shoes,3,1800.51,Cash,16/10/2022,Metrocity,1620.459
I383131,C184756,Female,65,Shoes,3,1800.51,Credit Card,10/4/2022,Kanyon,1620.459
I297142,C962298,Female,43,Shoes,2,1200.34,Cash,9/1/2023,Emaar Square Mall,1080.306
I901695,C134916,Female,48,Shoes,4,2400.68,Debit Card,12/11/2021,Mall of Istanbul,2160.612
I916892,C316441,Female,41,Shoes,1,600.17,Cash,8/9/2021,Metrocity,540.153
I106518,C188088,Female,47,Shoes,3,1800.51,Credit Card,17/03/2021,Viaport Outlet,1620.459
I130627,C124549,Female,46,Shoes,2,1200.34,Credit Card,7/2/2023,Mall of Istanbul,1080.306
I315050,C209718,Female,66,Shoes,3,1800.51,Cash,24/04/2022,Kanyon,1620.459
I293456,C274453,Female,56,Shoes,2,1200.34,Credit Card,7/1/2021,Mall of Istanbul,1080.306
I158131,C241981,Female,42,Shoes,1,600.17,Debit Card,12/6/2021,Mall of Istanbul,540.153
I241136,C193497,Female,62,Shoes,5,3000.85,Credit Card,21/08/2022,Mall of Istanbul,2700.765
I316087,C572930,Female,36,Shoes,2,1200.34,Cash,8/4/2021,Kanyon,1080.306
I277221,C279455,Female,62,Shoes,1,600.17,Credit Card,26/03/2021,Mall of Istanbul,540.153
I230384,C621808,Female,41,Shoes,5,3000.85,Debit Card,1/8/2021,Cevahir AVM,2700.765
I185558,C720219,Female,48,Shoes,1,600.17,Debit Card,4/5/2022,Kanyon,540.153
I365426,C166106,Female,47,Shoes,4,2400.68,Cash,20/10/2021,Zorlu Center,2160.612
I291499,C123105,Female,31,Shoes,3,1800.51,Credit Card,4/5/2021,Metrocity,1620.459
I152826,C765014,Female,61,Shoes,2,1200.34,Cash,15/11/2021,Metrocity,1080.306
I738162,C106029,Female,34,Shoes,3,1800.51,Debit Card,12/3/2022,Forum Istanbul,1620.459
I221850,C177499,Female,56,Shoes,4,2400.68,Debit Card,10/5/2022,Kanyon,2160.612
I298007,C732855,Female,62,Shoes,1,600.17,Cash,21/01/2021,Metrocity,540.153
I267862,C136666,Female,41,Shoes,4,2400.68,Credit Card,28/05/2022,Metropol AVM,2160.612
I100470,C219411,Female,32,Shoes,1,600.17,Credit Card,8/11/2021,Istinye Park,540.153
I185576,C218405,Female,62,Shoes,5,3000.85,Credit Card,6/6/2022,Cevahir AVM,2700.765
I423363,C125139,Female,32,Shoes,4,2400.68,Cash,1/1/2021,Mall of Istanbul,2160.612
I207754,C129289,Female,47,Shoes,3,1800.51,Cash,27/12/2022,Mall of Istanbul,1620.459
I298510,C291544,Female,37,Shoes,2,1200.34,Cash,9/1/2023,Kanyon,1080.306
I796130,C228195,Female,61,Shoes,4,2400.68,Credit Card,9/5/2021,Forum Istanbul,2160.612
I226477,C177092,Female,40,Shoes,3,1800.51,Cash,8/11/2021,Viaport Outlet,1620.459
I319832,C177773,Female,38,Shoes,1,600.17,Debit Card,16/04/2021,Cevahir AVM,540.153
I281667,C117270,Female,47,Shoes,4,2400.68,Cash,6/5/2022,Emaar Square Mall,2160.612
I707837,C267046,Female,51,Shoes,1,600.17,Credit Card,30/10/2021,Cevahir AVM,540.153
I107575,C273874,Female,54,Shoes,3,1800.51,Cash,12/2/2022,Kanyon,1620.459
I172524,C803975,Female,65,Shoes,5,3000.85,Cash,12/5/2021,Mall of Istanbul,2700.765
I778069,C336579,Female,67,Shoes,3,1800.51,Cash,28/10/2021,Metropol AVM,1620.459
I987501,C115243,Female,36,Shoes,1,600.17,Debit Card,24/07/2021,Zorlu Center,540.153
I212359,C207486,Female,35,Shoes,3,1800.51,Cash,28/02/2021,Forum Istanbul,1620.459
I120876,C684430,Female,51,Shoes,2,1200.34,Credit Card,28/05/2021,Istinye Park,1080.306
I267557,C699675,Female,35,Shoes,3,1800.51,Debit Card,19/10/2021,Mall of Istanbul,1620.459
I285496,C171629,Female,37,Shoes,1,600.17,Credit Card,12/6/2021,Mall of Istanbul,540.153
I284817,C106643,Female,52,Shoes,5,3000.85,Credit Card,12/3/2022,Zorlu Center,2700.765
I332972,C301223,Female,47,Shoes,1,600.17,Cash,25/04/2022,Mall of Istanbul,540.153
I204201,C640347,Female,44,Shoes,4,2400.68,Cash,5/12/2022,Metrocity,2160.612
I377578,C112903,Female,36,Shoes,4,2400.68,Credit Card,6/2/2022,Emaar Square Mall,2160.612
I743085,C982889,Female,69,Shoes,2,1200.34,Cash,9/8/2021,Kanyon,1080.306
I813161,C554098,Female,46,Shoes,2,1200.34,Credit Card,15/06/2021,Kanyon,1080.306
I278127,C852432,Female,66,Shoes,4,2400.68,Cash,24/01/2021,Kanyon,2160.612
I595430,C204021,Female,37,Shoes,4,2400.68,Credit Card,15/06/2021,Metropol AVM,2160.612
I168223,C137227,Female,36,Shoes,2,1200.34,Credit Card,26/11/2021,Forum Istanbul,1080.306
I260357,C326064,Female,45,Shoes,2,1200.34,Credit Card,15/02/2023,Metropol AVM,1080.306
I116540,C231004,Female,34,Shoes,1,600.17,Credit Card,31/05/2021,Forum Istanbul,540.153
I185782,C291033,Female,58,Shoes,5,3000.85,Cash,9/3/2021,Kanyon,2700.765
I262359,C101303,Female,31,Shoes,3,1800.51,Cash,3/3/2021,Istinye Park,1620.459
I217147,C279888,Female,68,Shoes,4,2400.68,Cash,14/04/2021,Metrocity,2160.612
I133997,C485761,Female,53,Shoes,1,600.17,Credit Card,21/06/2021,Forum Istanbul,540.153
I126772,C327136,Female,67,Shoes,5,3000.85,Debit Card,28/09/2021,Metropol AVM,2700.765
I198555,C148975,Female,38,Shoes,5,3000.85,Cash,19/08/2022,Cevahir AVM,2700.765
I102415,C279084,Female,47,Shoes,5,3000.85,Cash,3/7/2021,Metrocity,2700.765
I332039,C889163,Female,35,Shoes,4,2400.68,Credit Card,23/02/2021,Metropol AVM,2160.612
I250526,C127676,Female,56,Shoes,3,1800.51,Debit Card,20/07/2022,Kanyon,1620.459
I179469,C148206,Female,56,Shoes,4,2400.68,Credit Card,12/2/2023,Viaport Outlet,2160.612
I318707,C831065,Female,43,Shoes,2,1200.34,Cash,2/1/2021,Kanyon,1080.306
I122443,C162548,Female,53,Shoes,1,600.17,Cash,17/03/2021,Kanyon,540.153
I141365,C440663,Female,41,Shoes,2,1200.34,Credit Card,29/11/2021,Mall of Istanbul,1080.306
I481099,C307945,Female,68,Shoes,2,1200.34,Cash,2/10/2021,Forum Istanbul,1080.306
I300839,C258020,Female,43,Shoes,2,1200.34,Credit Card,12/4/2021,Viaport Outlet,1080.306
I800799,C624411,Female,50,Shoes,3,1800.51,Cash,27/11/2021,Zorlu Center,1620.459
I180471,C738707,Female,69,Shoes,3,1800.51,Cash,25/09/2021,Kanyon,1620.459
I198467,C668114,Female,67,Shoes,2,1200.34,Credit Card,16/05/2021,Forum Istanbul,1080.306
I177959,C121835,Female,49,Shoes,1,600.17,Cash,11/1/2022,Istinye Park,540.153
I261458,C206585,Female,51,Shoes,5,3000.85,Credit Card,29/03/2022,Mall of Istanbul,2700.765
I161726,C261290,Female,52,Shoes,3,1800.51,Credit Card,1/7/2021,Metrocity,1620.459
I261451,C142264,Female,35,Shoes,2,1200.34,Cash,10/11/2021,Zorlu Center,1080.306
I336452,C201896,Female,53,Shoes,2,1200.34,Cash,26/09/2021,Mall of Istanbul,1080.306
I123953,C315288,Female,49,Shoes,2,1200.34,Cash,16/06/2022,Metropol AVM,1080.306
I997154,C783536,Female,46,Shoes,2,1200.34,Cash,17/10/2021,Kanyon,1080.306
I125726,C298715,Female,61,Shoes,1,600.17,Debit Card,24/03/2022,Mall of Istanbul,540.153
I138213,C166678,Female,56,Shoes,3,1800.51,Debit Card,12/7/2021,Mall of Istanbul,1620.459
I305787,C148601,Female,63,Shoes,1,600.17,Cash,31/01/2021,Mall of Istanbul,540.153
I108034,C145161,Female,52,Shoes,5,3000.85,Cash,4/1/2022,Istinye Park,2700.765
I623693,C172942,Female,50,Shoes,4,2400.68,Debit Card,19/11/2021,Metropol AVM,2160.612
I132768,C140341,Female,34,Shoes,1,600.17,Cash,17/02/2023,Metrocity,540.153
I928636,C453392,Female,58,Shoes,1,600.17,Cash,1/6/2022,Mall of Istanbul,540.153
I473958,C197182,Female,52,Shoes,1,600.17,Debit Card,8/8/2022,Metropol AVM,540.153
I101086,C168165,Female,45,Shoes,4,2400.68,Debit Card,12/2/2022,Kanyon,2160.612
I442275,C315862,Female,45,Shoes,4,2400.68,Cash,16/02/2023,Emaar Square Mall,2160.612
I252510,C268422,Female,53,Shoes,2,1200.34,Debit Card,20/09/2021,Metrocity,1080.306
I432873,C134990,Female,31,Shoes,3,1800.51,Cash,25/08/2022,Metropol AVM,1620.459
I594637,C209582,Female,53,Shoes,3,1800.51,Credit Card,29/03/2022,Kanyon,1620.459
I841625,C189618,Female,40,Shoes,3,1800.51,Credit Card,10/12/2021,Istinye Park,1620.459
I532979,C228801,Female,46,Shoes,1,600.17,Debit Card,15/02/2023,Kanyon,540.153
I182524,C272262,Female,68,Shoes,5,3000.85,Credit Card,7/1/2023,Metropol AVM,2700.765
I332877,C267301,Female,60,Shoes,3,1800.51,Credit Card,5/2/2021,Zorlu Center,1620.459
I419404,C960281,Female,37,Shoes,3,1800.51,Cash,7/1/2021,Mall of Istanbul,1620.459
I793873,C214299,Female,34,Shoes,2,1200.34,Credit Card,12/9/2021,Cevahir AVM,1080.306
I301806,C103287,Female,51,Shoes,1,600.17,Cash,23/04/2021,Zorlu Center,540.153
I206580,C175703,Female,47,Shoes,5,3000.85,Cash,8/1/2021,Kanyon,2700.765
I326830,C198748,Female,39,Shoes,5,3000.85,Debit Card,1/4/2021,Istinye Park,2700.765
I489927,C234182,Female,58,Shoes,4,2400.68,Credit Card,9/12/2021,Kanyon,2160.612
I122087,C169467,Female,55,Shoes,1,600.17,Credit Card,28/11/2021,Zorlu Center,540.153
I281034,C100910,Female,61,Shoes,3,1800.51,Cash,29/07/2022,Zorlu Center,1620.459
I263669,C224051,Female,64,Shoes,2,1200.34,Credit Card,2/3/2021,Cevahir AVM,1080.306
I175556,C269148,Female,69,Shoes,3,1800.51,Credit Card,24/12/2022,Kanyon,1620.459
I101993,C158626,Female,52,Shoes,1,600.17,Cash,2/10/2021,Zorlu Center,540.153
I357989,C464597,Female,41,Shoes,2,1200.34,Cash,15/12/2021,Metrocity,1080.306
I100401,C291610,Female,34,Shoes,3,1800.51,Credit Card,6/3/2023,Cevahir AVM,1620.459
I167552,C224555,Female,35,Shoes,1,600.17,Debit Card,23/03/2021,Kanyon,540.153
I272220,C332663,Female,42,Shoes,1,600.17,Cash,30/09/2021,Istinye Park,540.153
I244094,C954830,Female,49,Shoes,2,1200.34,Debit Card,9/5/2022,Istinye Park,1080.306
I255099,C160305,Female,65,Shoes,3,1800.51,Debit Card,13/01/2022,Metrocity,1620.459
I928099,C116697,Female,52,Shoes,3,1800.51,Cash,20/10/2021,Istinye Park,1620.459
I109023,C127697,Female,58,Shoes,3,1800.51,Cash,14/02/2021,Metrocity,1620.459
I171099,C260709,Female,42,Shoes,5,3000.85,Cash,21/05/2021,Metropol AVM,2700.765
I552591,C296705,Female,34,Shoes,1,600.17,Cash,1/11/2021,Mall of Istanbul,540.153
I175577,C233087,Female,33,Shoes,4,2400.68,Credit Card,23/01/2021,Mall of Istanbul,2160.612
I305082,C232475,Female,32,Shoes,1,600.17,Credit Card,8/2/2021,Forum Istanbul,540.153
I873781,C109575,Female,58,Shoes,3,1800.51,Credit Card,2/8/2021,Mall of Istanbul,1620.459
I169625,C197284,Female,67,Shoes,5,3000.85,Debit Card,30/07/2021,Zorlu Center,2700.765
I238771,C127095,Female,69,Shoes,2,1200.34,Cash,7/3/2021,Kanyon,1080.306
I173468,C320363,Female,46,Shoes,3,1800.51,Credit Card,21/07/2022,Mall of Istanbul,1620.459
I315079,C332673,Female,48,Shoes,4,2400.68,Credit Card,31/10/2022,Emaar Square Mall,2160.612
I663403,C221662,Female,45,Shoes,3,1800.51,Credit Card,7/2/2021,Kanyon,1620.459
I272143,C288202,Female,69,Shoes,3,1800.51,Cash,23/06/2022,Cevahir AVM,1620.459
I197508,C313259,Female,56,Shoes,1,600.17,Cash,26/01/2022,Emaar Square Mall,540.153
I226427,C158078,Female,36,Shoes,3,1800.51,Credit Card,29/11/2022,Emaar Square Mall,1620.459
I656957,C338087,Female,39,Shoes,3,1800.51,Credit Card,31/12/2021,Kanyon,1620.459
I283921,C300745,Female,57,Shoes,4,2400.68,Cash,14/07/2022,Kanyon,2160.612
I862703,C754727,Female,54,Shoes,5,3000.85,Cash,24/09/2022,Mall of Istanbul,2700.765
I224463,C704478,Female,54,Shoes,4,2400.68,Cash,6/1/2022,Metropol AVM,2160.612
I170319,C317029,Female,65,Shoes,1,600.17,Credit Card,30/12/2022,Emaar Square Mall,540.153
I226920,C734524,Female,63,Shoes,1,600.17,Credit Card,7/2/2023,Metrocity,540.153
I204748,C169281,Female,68,Shoes,1,600.17,Debit Card,11/6/2022,Kanyon,540.153
I742128,C176484,Female,32,Shoes,1,600.17,Cash,3/10/2021,Emaar Square Mall,540.153
I909211,C176361,Female,55,Shoes,1,600.17,Debit Card,25/05/2022,Mall of Istanbul,540.153
I118121,C132610,Female,32,Shoes,5,3000.85,Credit Card,5/7/2021,Metropol AVM,2700.765
I180736,C301217,Female,58,Shoes,4,2400.68,Cash,11/12/2022,Kanyon,2160.612
I726508,C313132,Female,68,Shoes,4,2400.68,Cash,19/12/2021,Mall of Istanbul,2160.612
I158842,C305082,Female,62,Shoes,1,600.17,Cash,25/11/2021,Emaar Square Mall,540.153
I240878,C664483,Female,51,Shoes,1,600.17,Debit Card,10/7/2021,Viaport Outlet,540.153
I153340,C317152,Female,46,Shoes,5,3000.85,Cash,25/02/2022,Mall of Istanbul,2700.765
I195134,C199330,Female,46,Shoes,1,600.17,Credit Card,9/12/2022,Metropol AVM,540.153
I311300,C423500,Female,40,Shoes,3,1800.51,Cash,30/12/2021,Mall of Istanbul,1620.459
I186893,C283799,Female,45,Shoes,3,1800.51,Credit Card,31/08/2021,Kanyon,1620.459
I298611,C128770,Female,48,Shoes,5,3000.85,Cash,12/6/2022,Viaport Outlet,2700.765
I281081,C338816,Female,53,Shoes,2,1200.34,Debit Card,14/04/2021,Mall of Istanbul,1080.306
I313343,C249832,Female,60,Shoes,1,600.17,Debit Card,17/08/2022,Viaport Outlet,540.153
I289895,C154877,Female,38,Shoes,4,2400.68,Debit Card,3/1/2021,Zorlu Center,2160.612
I120221,C322836,Female,51,Shoes,2,1200.34,Debit Card,14/01/2023,Mall of Istanbul,1080.306
I111404,C716329,Female,39,Shoes,1,600.17,Credit Card,15/11/2021,Istinye Park,540.153
I246760,C150723,Female,58,Shoes,5,3000.85,Cash,24/02/2023,Metropol AVM,2700.765
I282256,C286874,Female,39,Shoes,3,1800.51,Cash,24/08/2021,Kanyon,1620.459
I101594,C117752,Female,50,Shoes,3,1800.51,Cash,8/8/2021,Cevahir AVM,1620.459
I632524,C182231,Female,49,Shoes,1,600.17,Credit Card,10/4/2022,Mall of Istanbul,540.153
I595763,C310408,Female,47,Shoes,5,3000.85,Credit Card,9/3/2022,Mall of Istanbul,2700.765
I184583,C117395,Female,53,Shoes,2,1200.34,Debit Card,11/9/2022,Mall of Istanbul,1080.306
I127873,C928311,Female,51,Shoes,1,600.17,Debit Card,15/06/2021,Kanyon,540.153
I221564,C698633,Female,44,Shoes,4,2400.68,Credit Card,17/06/2022,Istinye Park,2160.612
I187742,C281206,Female,39,Shoes,3,1800.51,Cash,11/12/2022,Mall of Istanbul,1620.459
I535642,C163064,Female,37,Shoes,3,1800.51,Cash,8/1/2022,Mall of Istanbul,1620.459
I131248,C106056,Female,54,Shoes,1,600.17,Cash,6/9/2022,Cevahir AVM,540.153
I926837,C547301,Female,44,Shoes,2,1200.34,Debit Card,12/9/2021,Metrocity,1080.306
I131711,C125719,Female,55,Shoes,4,2400.68,Debit Card,8/4/2022,Kanyon,2160.612
I305006,C141688,Female,37,Shoes,3,1800.51,Credit Card,25/12/2022,Metrocity,1620.459
I264469,C179242,Female,47,Shoes,3,1800.51,Debit Card,15/03/2021,Metropol AVM,1620.459
I246179,C377346,Female,57,Shoes,4,2400.68,Cash,19/08/2022,Metrocity,2160.612
I176389,C315489,Female,56,Shoes,1,600.17,Cash,25/02/2022,Metrocity,540.153
I114657,C318574,Female,34,Shoes,5,3000.85,Cash,21/06/2022,Metrocity,2700.765
I192706,C628039,Female,58,Shoes,2,1200.34,Cash,18/06/2021,Emaar Square Mall,1080.306
I426740,C841951,Female,36,Shoes,1,600.17,Cash,26/04/2022,Viaport Outlet,540.153
I121970,C119882,Female,46,Shoes,5,3000.85,Cash,23/09/2021,Metrocity,2700.765
I324569,C111664,Female,61,Shoes,1,600.17,Cash,18/05/2022,Mall of Istanbul,540.153
I220054,C201432,Female,38,Shoes,3,1800.51,Cash,2/12/2021,Istinye Park,1620.459
I217865,C190948,Female,40,Shoes,1,600.17,Cash,21/10/2021,Viaport Outlet,540.153
I319471,C228748,Female,66,Shoes,2,1200.34,Cash,3/12/2021,Metropol AVM,1080.306
I899475,C189630,Female,53,Shoes,2,1200.34,Debit Card,30/10/2021,Metropol AVM,1080.306
I185579,C159457,Female,47,Shoes,4,2400.68,Cash,4/7/2022,Kanyon,2160.612
I358353,C159638,Female,55,Shoes,4,2400.68,Debit Card,4/1/2022,Metrocity,2160.612
I176738,C151447,Female,67,Shoes,5,3000.85,Credit Card,21/08/2021,Istinye Park,2700.765
I762220,C924754,Female,33,Shoes,2,1200.34,Credit Card,25/11/2022,Zorlu Center,1080.306
I125378,C687427,Female,49,Shoes,3,1800.51,Credit Card,30/10/2022,Kanyon,1620.459
I217081,C752669,Female,63,Shoes,4,2400.68,Credit Card,19/10/2021,Mall of Istanbul,2160.612
I217228,C117509,Female,38,Shoes,1,600.17,Credit Card,15/03/2021,Emaar Square Mall,540.153
I282181,C480618,Female,31,Shoes,1,600.17,Credit Card,19/04/2021,Istinye Park,540.153
I799317,C799874,Female,31,Shoes,3,1800.51,Debit Card,27/11/2021,Metrocity,1620.459
I970266,C245630,Female,55,Shoes,4,2400.68,Debit Card,12/11/2022,Metrocity,2160.612
I223975,C166216,Female,39,Shoes,1,600.17,Cash,4/10/2022,Zorlu Center,540.153
I368744,C292875,Female,59,Shoes,5,3000.85,Cash,18/11/2022,Istinye Park,2700.765
I401606,C324433,Female,47,Shoes,4,2400.68,Credit Card,15/03/2022,Istinye Park,2160.612
I326321,C211110,Female,64,Shoes,5,3000.85,Cash,10/11/2021,Mall of Istanbul,2700.765
I225556,C177072,Female,62,Shoes,1,600.17,Cash,2/5/2021,Kanyon,540.153
I107662,C113802,Female,41,Shoes,5,3000.85,Cash,17/06/2022,Istinye Park,2700.765
I142265,C284749,Female,61,Shoes,5,3000.85,Credit Card,26/06/2022,Mall of Istanbul,2700.765
I155585,C979479,Female,60,Shoes,3,1800.51,Debit Card,18/01/2023,Kanyon,1620.459
I232796,C161441,Female,31,Shoes,5,3000.85,Cash,19/09/2022,Metrocity,2700.765
I192459,C678724,Female,53,Shoes,2,1200.34,Debit Card,28/05/2022,Metropol AVM,1080.306
I227273,C137774,Female,66,Shoes,1,600.17,Cash,31/07/2021,Istinye Park,540.153
I569866,C782338,Female,68,Shoes,3,1800.51,Cash,26/11/2022,Zorlu Center,1620.459
I237036,C836081,Female,58,Shoes,4,2400.68,Cash,16/04/2022,Mall of Istanbul,2160.612
I294764,C816621,Female,48,Shoes,4,2400.68,Credit Card,26/09/2022,Istinye Park,2160.612
I194864,C146241,Female,59,Shoes,2,1200.34,Debit Card,18/06/2022,Forum Istanbul,1080.306
I241306,C228849,Female,51,Shoes,2,1200.34,Debit Card,21/09/2022,Mall of Istanbul,1080.306
I863910,C525845,Female,38,Shoes,5,3000.85,Cash,28/02/2021,Mall of Istanbul,2700.765
I281052,C704270,Female,31,Shoes,5,3000.85,Cash,5/5/2021,Metropol AVM,2700.765
I331293,C215583,Female,69,Shoes,1,600.17,Credit Card,18/06/2022,Forum Istanbul,540.153
I154756,C197976,Female,69,Shoes,3,1800.51,Credit Card,2/10/2022,Viaport Outlet,1620.459
I238727,C281950,Female,63,Shoes,5,3000.85,Debit Card,20/02/2022,Viaport Outlet,2700.765
I256849,C307332,Female,40,Shoes,1,600.17,Cash,11/2/2022,Metrocity,540.153
I474764,C280297,Female,66,Shoes,5,3000.85,Cash,12/6/2021,Emaar Square Mall,2700.765
I297178,C110484,Female,38,Shoes,1,600.17,Cash,7/3/2022,Metropol AVM,540.153
I337378,C309649,Female,46,Shoes,4,2400.68,Debit Card,20/12/2021,Istinye Park,2160.612
I436678,C453621,Female,50,Shoes,1,600.17,Cash,13/02/2022,Kanyon,540.153
I100084,C226369,Female,68,Shoes,2,1200.34,Credit Card,9/10/2022,Kanyon,1080.306
I184845,C325759,Female,50,Shoes,1,600.17,Cash,22/06/2022,Mall of Istanbul,540.153
I335514,C339407,Female,45,Shoes,2,1200.34,Cash,30/09/2022,Emaar Square Mall,1080.306
I294068,C292490,Female,68,Shoes,3,1800.51,Cash,22/04/2021,Mall of Istanbul,1620.459
I192357,C119657,Female,34,Shoes,1,600.17,Credit Card,18/11/2022,Mall of Istanbul,540.153
I248601,C112333,Female,33,Shoes,1,600.17,Cash,31/07/2021,Istinye Park,540.153
I151595,C964246,Female,65,Shoes,2,1200.34,Cash,23/12/2022,Viaport Outlet,1080.306
I135594,C143384,Female,36,Shoes,4,2400.68,Cash,14/10/2022,Emaar Square Mall,2160.612
I260410,C340025,Female,58,Shoes,4,2400.68,Cash,27/04/2022,Kanyon,2160.612
I899771,C290194,Female,65,Shoes,2,1200.34,Credit Card,22/02/2021,Metrocity,1080.306
I170803,C463898,Female,34,Shoes,4,2400.68,Credit Card,25/10/2022,Kanyon,2160.612
I345610,C270829,Female,40,Shoes,2,1200.34,Cash,13/08/2021,Kanyon,1080.306
I335349,C303217,Female,44,Shoes,4,2400.68,Cash,21/08/2022,Kanyon,2160.612
I197885,C264791,Female,32,Shoes,1,600.17,Credit Card,4/1/2022,Metrocity,540.153
I116898,C115012,Female,32,Shoes,3,1800.51,Credit Card,25/12/2022,Mall of Istanbul,1620.459
I226273,C248916,Female,34,Shoes,1,600.17,Credit Card,16/01/2023,Mall of Istanbul,540.153
I253125,C165397,Female,46,Shoes,2,1200.34,Debit Card,9/10/2021,Istinye Park,1080.306
I281929,C138933,Female,69,Shoes,3,1800.51,Debit Card,31/08/2022,Mall of Istanbul,1620.459
I606558,C294813,Female,57,Shoes,5,3000.85,Debit Card,1/8/2022,Forum Istanbul,2700.765
I180614,C133330,Female,33,Shoes,2,1200.34,Credit Card,21/02/2022,Zorlu Center,1080.306
I303382,C396280,Female,62,Shoes,3,1800.51,Cash,30/08/2021,Mall of Istanbul,1620.459
I122890,C108752,Female,41,Shoes,5,3000.85,Cash,14/08/2021,Mall of Istanbul,2700.765
I119581,C118808,Female,68,Shoes,1,600.17,Cash,18/10/2022,Mall of Istanbul,540.153
I176097,C168653,Female,35,Shoes,3,1800.51,Cash,10/8/2021,Mall of Istanbul,1620.459
I321732,C235541,Female,38,Shoes,3,1800.51,Credit Card,18/11/2022,Mall of Istanbul,1620.459
I974193,C296421,Female,52,Shoes,2,1200.34,Credit Card,5/5/2022,Mall of Istanbul,1080.306
I257130,C135043,Female,42,Shoes,1,600.17,Debit Card,29/08/2021,Zorlu Center,540.153
I153246,C302511,Female,43,Shoes,1,600.17,Debit Card,19/02/2022,Cevahir AVM,540.153
